Session_ID,user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
TEST_LIMIT_BID_20,Thu nhập lãi thuần của BIDV (BID) trong Quý 3 năm 2025 là bao nhiêu?,"['[INTERNAL_RAG REPORT]: Thu nhập lãi thuần của BIDV trong Quý 3 năm 2025 là 15,172,618 Triệu VND.']","Thu nhập lãi thuần của BIDV (BID) trong Quý 3 năm 2025 là 15,172,618 Triệu VND.",15.172.618 triệu VND,0.0,0.8628956868719353,0.9999999999,1.0,0.9408523369199366
TEST_LIMIT_BID_21,Lợi nhuận sau thuế của BIDV (BID) trong Quý 3 năm 2025 là bao nhiêu?,"['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế của BIDV trong Quý 3 năm 2025 là 6,086,910 Triệu VND.']",Lợi nhuận sau thuế của BIDV trong Quý 3 năm 2025 là 6.086.910 Triệu VND.,6.086.910 triệu VND,1.0,0.8162117851102341,0.9999999999,1.0,0.9571202971824568
TEST_LIMIT_BID_22,Tổng tài sản của BIDV (BID) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,"['[INTERNAL_RAG REPORT]: Tổng tài sản của BIDV (BID) tại ngày 30 tháng 09 năm 2025 là 3,071,970,196 Triệu VND.']","Tổng tài sản của BIDV (BID) tại ngày 30 tháng 09 năm 2025 là 3,071,970,196 Triệu VND.",3.071.970.196 triệu VND,1.0,0.8786902014399668,0.9999999999,1.0,0.9363445946419556
TEST_LIMIT_BID_23,Tiền gửi của khách hàng tại BIDV (BID) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,"['[INTERNAL_RAG REPORT]: Tiền gửi của khách hàng tại BIDV (BID) tại ngày 30 tháng 09 năm 2025 là 2,087,181,421 Triệu VND.']","Tiền gửi của khách hàng tại BIDV (BID) tại ngày 30 tháng 09 năm 2025 là 2,087,181,421 Triệu VND.",2.087.181.421 triệu VND,1.0,0.7354626484810485,0.9999999999,1.0,0.9415612988361558
TEST_LIMIT_BID_24,Lưu chuyển tiền thuần từ hoạt động kinh doanh của BIDV (BID) lũy kế 9 tháng đầu năm 2025 là bao nhiêu?,"['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của BIDV lũy kế 9 tháng đầu năm 2025 là 111,840,462 Triệu VND.']","Lưu chuyển tiền thuần từ hoạt động kinh doanh của BIDV (BID) lũy kế 9 tháng đầu năm 2025 là 111,840,462 Triệu VND.",111.840.462 triệu VND,0.0,0.8625517832810466,0.9999999999,1.0,0.9415056856365036
TEST_LIMIT_CTG_0,Thu nhập lãi thuần của VietinBank (CTG) trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Thu nhập lãi thuần của VietinBank (CTG) trong Quý 3 năm 2025 là 17.175.718 triệu đồng.'],Thu nhập lãi thuần của VietinBank (CTG) trong Quý 3 năm 2025 là 17.175.718 triệu đồng.,17.175.718 triệu đồng,1.0,0.8699869201250409,0.9999999999,1.0,0.9249005414532271
TEST_LIMIT_CTG_1,Lợi nhuận sau thuế TNDN của VietinBank (CTG) trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế TNDN của VietinBank (CTG) trong Quý 3 năm 2025 là 8.512.463 triệu đồng.'],Lợi nhuận sau thuế TNDN của VietinBank (CTG) trong Quý 3 năm 2025 là 8.512.463 triệu đồng.,8.512.463 triệu đồng,1.0,0.8707535583137869,0.9999999999,1.0,0.9203337239760959
TEST_LIMIT_CTG_2,Tổng tài sản của VietinBank (CTG) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng tài sản của VietinBank (CTG) tại ngày 30 tháng 09 năm 2025 là 2.761.550.938 triệu đồng.'],Tổng tài sản của VietinBank (CTG) tại ngày 30 tháng 09 năm 2025 là 2.761.550.938 triệu đồng.,2.761.550.938 triệu đồng,1.0,0.8857330328076479,0.9999999999,1.0,0.9330114463636974
TEST_LIMIT_CTG_3,Tổng nợ phải trả của VietinBank (CTG) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của VietinBank (CTG) tại ngày 30 tháng 09 năm 2025 là 2.591.669.938 triệu đồng.'],Tổng nợ phải trả của VietinBank (CTG) tại ngày 30 tháng 09 năm 2025 là 2.591.669.938 triệu đồng.,2.591.669.938 triệu đồng,1.0,0.8762626492121263,0.9999999999,1.0,0.9386111140983306
TEST_LIMIT_CTG_4,Lưu chuyển tiền thuần từ hoạt động kinh doanh của VietinBank (CTG) lũy kế 9 tháng đầu năm 2025 là bao nhiêu?,"['[INTERNAL_RAG REPORT]: Lỗi truy vấn RAG: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 250000, model: gemini-2.5-flash\nPlease retry in 43.047422969s. [links {\n  description: ""Learn more about Gemini API quotas""\n  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""\n}\n, violations {\n  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""\n  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""\n  quota_dimensions {\n    key: ""model""\n    value: ""gemini-2.5-flash""\n  }\n  quota_dimensions {\n    key: ""location""\n    value: ""global""\n  }\n  quota_value: 250000\n}\n, retry_delay {\n  seconds: 43\n}\n]']",Thông tin về lưu chuyển tiền thuần từ hoạt động kinh doanh của VietinBank (CTG) lũy kế 9 tháng đầu năm 2025 không có sẵn trong dữ liệu tham khảo hiện tại.,85.022.836 triệu đồng,1.0,0.0,0.0,0.0,0.17084224378579652
TEST_LIMIT_DGC_15,Doanh thu bán hàng và cung cấp dịch vụ của Hóa chất Đức Giang (DGC) trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Doanh thu bán hàng và cung cấp dịch vụ của Hóa chất Đức Giang (DGC) trong Quý 3 năm 2025 là 2.818.109.455.903 VND.'],Doanh thu bán hàng và cung cấp dịch vụ của Hóa chất Đức Giang (DGC) trong Quý 3 năm 2025 là 2.818.109.455.903 VND.,2.818.109.455.903 VND,1.0,0.8283324975433549,0.9999999999,1.0,0.9454692699826048
TEST_LIMIT_DGC_16,Lợi nhuận sau thuế thu nhập doanh nghiệp của Hóa chất Đức Giang (DGC) trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế TNDN của Hóa chất Đức Giang (DGC) trong Quý 3 năm 2025 là 804.394.485.516 VND.'],Lợi nhuận sau thuế thu nhập doanh nghiệp của Hóa chất Đức Giang (DGC) trong Quý 3 năm 2025 là 804.394.485.516 VND.,751.640.144.097 VND,1.0,0.8171319633620991,0.0,0.0,0.2015471407922974
TEST_LIMIT_DGC_17,Tổng tài sản của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng tài sản của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là 19.424.382.428.034 VND.'],Tổng tài sản của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là 19.424.382.428.034 VND.,19.424.382.428.034 VND,1.0,0.7810440539323958,0.9999999999,1.0,0.9548557434643408
TEST_LIMIT_DGC_18,Tổng nợ phải trả của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là 3.413.453.381.832 VND.'],Tổng nợ phải trả của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là 3.413.453.381.832 VND.,3.413.453.381.832 VND,1.0,0.773098333929885,0.9999999999,1.0,0.9548021798665942
TEST_LIMIT_DGC_19,Lưu chuyển tiền thuần từ hoạt động kinh doanh của Hóa chất Đức Giang (DGC) lũy kế 9 tháng đầu năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của Hóa chất Đức Giang (DGC) lũy kế 9 tháng đầu năm 2025 là 1.250.154.428.225 VND.'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của Hóa chất Đức Giang (DGC) lũy kế 9 tháng đầu năm 2025 là 1.250.154.428.225 VND.,1.250.154.428.225 VND,1.0,0.8177629018404988,0.9999999999,1.0,0.9539947440419334
