Session_ID,user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
TEST_AUTO_DGC_18,Tổng nợ phải trả của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là 3.413.453.381.832 VND.'],Tổng nợ phải trả của Hóa chất Đức Giang (DGC) tại ngày 30 tháng 09 năm 2025 là 3.413.453.381.832 VND.,3.413.453.381.832 VND,1.0,0.7726888973602882,0.9999999999,1.0,0.9548021798665942
TEST_AUTO_DGC_19,Lưu chuyển tiền thuần từ hoạt động kinh doanh của Hóa chất Đức Giang (DGC) lũy kế 9 tháng đầu năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của Hóa chất Đức Giang (DGC) lũy kế 9 tháng đầu năm 2025 là 1.250.154.428.225 VND.'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của Hóa chất Đức Giang (DGC) lũy kế 9 tháng đầu năm 2025 là 1.250.154.428.225 VND.,1.250.154.428.225 VND,1.0,0.8177629018404988,0.9999999999,1.0,0.9539947440419334
TEST_AUTO_FPT_30,Doanh thu thuần về bán hàng và cung cấp dịch vụ của FPT trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Doanh thu thuần về bán hàng và cung cấp dịch vụ của FPT trong Quý 3 năm 2025 là 17.204.521.225.302 VND.'],Doanh thu thuần về bán hàng và cung cấp dịch vụ của FPT trong Quý 3 năm 2025 là 17.204.521.225.302 VND.,17.204.521.225.302 VND,1.0,0.8132527887648084,0.9999999999,1.0,0.9461860089012536
TEST_AUTO_FPT_31,Lợi nhuận sau thuế thu nhập doanh nghiệp của FPT trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế thu nhập doanh nghiệp của FPT trong Quý 3 năm 2025 là 2.901.545.752.650 VND.'],Lợi nhuận sau thuế thu nhập doanh nghiệp của FPT trong Quý 3 năm 2025 là 2.901.545.752.650 VND.,2.901.545.752.650 VND,1.0,0.7980996142793662,0.9999999999,1.0,0.9589510871628631
TEST_AUTO_FPT_32,Tổng tài sản của FPT tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng tài sản của FPT tại ngày 30/09/2025 là 82.738.304.930.449 VND.'],Tổng tài sản của FPT tại ngày 30/09/2025 là 82.738.304.930.449 VND.,82.738.304.930.449 VND,1.0,0.8196186074641473,0.9999999999,1.0,0.9682098457299102
TEST_AUTO_FPT_33,Lưu chuyển tiền thuần từ hoạt động kinh doanh của FPT trong kỳ kế toán kết thúc ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của FPT trong kỳ kế toán kết thúc ngày 30/09/2025 là 6.027.593.339.108 VND.'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của FPT trong kỳ kế toán kết thúc ngày 30/09/2025 là 6.027.593.339.108 VND.,6.027.593.339.108 VND,1.0,0.8189612362793631,0.9999999999,1.0,0.9599097472591291
TEST_AUTO_FPT_34,Tổng nợ phải trả của FPT tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của FPT tại ngày 30/09/2025 là 39.907.781 triệu đồng.'],Tổng nợ phải trả của FPT tại ngày 30/09/2025 là 39.907.781.000.000 VND.,39.907.781.019.976 VND,1.0,0.8102407578166742,0.9999999999,0.0,0.2050063424876288
TEST_AUTO_GAS_45,Doanh thu thuần về bán hàng và cung cấp dịch vụ của PV GAS trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Doanh thu thuần về bán hàng và cung cấp dịch vụ của PV GAS trong Quý 3 năm 2025 là 35.690.134.900.226.'],Doanh thu thuần về bán hàng và cung cấp dịch vụ của PV GAS trong Quý 3 năm 2025 là 35.690.134.900.226 VNĐ.,35.690.134.900.226 VND,1.0,0.8652327531868971,0.9999999999,1.0,0.9427213681878244
TEST_AUTO_GAS_46,Lợi nhuận sau thuế thu nhập doanh nghiệp của PV GAS trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế thu nhập doanh nghiệp của PV GAS trong Quý 3 năm 2025 là 2.612.819.725.552.'],Lợi nhuận sau thuế thu nhập doanh nghiệp của PV GAS trong Quý 3 năm 2025 là 2.612.819.725.552 VND.,2.612.819.725.552 VND,1.0,0.853195294864391,0.9999999999,0.0,0.9410109252807917
TEST_AUTO_GAS_47,Tổng cộng tài sản của PV GAS tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng cộng tài sản của PV GAS tại ngày 30/09/2025 là 93.864.613.349.663 VND.'],Tổng cộng tài sản của PV GAS tại ngày 30/09/2025 là 93.864.613.349.663 VND.,93.864.613.349.663 VND,1.0,0.8781157333203353,0.9999999999,1.0,0.9510349607401645
TEST_AUTO_GAS_48,Lưu chuyển tiền thuần từ hoạt động kinh doanh của PV GAS trong kỳ kế toán kết thúc ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của PV GAS trong kỳ kế toán kết thúc ngày 30/09/2025 là 12.549.166.835.674.'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của PV GAS trong kỳ kế toán kết thúc ngày 30/09/2025 là 12.549.166.835.674 VND.,12.549.166.835.674 VND,0.0,0.8842991965169521,0.9999999999,0.0,0.9460949807953565
TEST_AUTO_GAS_49,Tổng nợ phải trả của PV GAS tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của PV GAS tại ngày 30/09/2025 là 27.487.308.376.982.'],Tổng nợ phải trả của PV GAS tại ngày 30/09/2025 là 27.487.308.376.982 VND.,27.487.308.376.982 VND,0.0,0.8680163809996726,0.9999999999,0.0,0.9495497015301093
TEST_AUTO_GVR_25,Doanh thu thuần về bán hàng và cung cấp dịch vụ của GVR trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Doanh thu thuần về bán hàng và cung cấp dịch vụ của GVR trong Quý 3 năm 2025 là 9.294.402.677.445 VND.'],Doanh thu thuần về bán hàng và cung cấp dịch vụ của GVR trong Quý 3 năm 2025 là 9.294.402.677.445 VND.,9.294.402.677.445 VND,1.0,0.6692667709656955,0.9999999999,1.0,0.9500497621627984
TEST_AUTO_GVR_26,Lợi nhuận sau thuế thu nhập doanh nghiệp của GVR trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế thu nhập doanh nghiệp của GVR trong Quý 3 năm 2025 là 2.187.281.385.238 VND.'],Lợi nhuận sau thuế thu nhập doanh nghiệp của GVR trong Quý 3 năm 2025 là 2.187.281.385.238 VND.,2.187.281.385.238 VND,1.0,0.8338840410766887,0.9999999999,1.0,0.9537706822984175
TEST_AUTO_GVR_27,Tổng tài sản của GVR tại thời điểm 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng tài sản của GVR tại thời điểm 30/09/2025 là 84.839.406.230.403 VND.'],Tổng tài sản của GVR tại thời điểm 30/09/2025 là 84.839.406.230.403 VND.,84.839.406.230.403 VND,1.0,0.837499248016751,0.9999999999,1.0,0.9542371453947867
TEST_AUTO_GVR_28,Lưu chuyển tiền thuần từ hoạt động kinh doanh của GVR trong 9 tháng đầu năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của GVR trong 9 tháng đầu năm 2025 là 4.348.387.841.590 VND.'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của GVR trong 9 tháng đầu năm 2025 là 4.348.387.841.590 VND.,4.348.387.841.590 VND,1.0,0.8444541155721766,0.9999999999,1.0,0.9541914936991928
TEST_AUTO_GVR_0,Tổng nợ phải trả của GVR tại thời điểm 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của GVR tại thời điểm 30/09/2025 là 20.906.425.637.178 VND.'],Tổng nợ phải trả của GVR tại thời điểm 30/09/2025 là 20.906.425.637.178 VND.,20.906.425.637.178 VND,1.0,0.8323597114134303,0.9999999999,1.0,0.9638689187495697
TEST_AUTO_HDB_40,Thu nhập lãi thuần của HDBank trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Thu nhập lãi thuần của HDBank trong Quý 3 năm 2025 là 7.763.322 Triệu đồng.'],Thu nhập lãi thuần của HDBank trong Quý 3 năm 2025 là 7.763.322 Triệu đồng.,7.763.322 triệu đồng,1.0,0.8545056054236543,0.9999999999,1.0,0.9274473229926143
TEST_AUTO_HDB_41,Lợi nhuận sau thuế của HDBank trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế của HDBank trong Quý 3 năm 2025 là 3.798.817 Triệu đồng.'],Lợi nhuận sau thuế của HDBank trong Quý 3 năm 2025 là 3.798.817 Triệu đồng.,3.798.817 triệu đồng,1.0,0.8472785735850773,0.9999999999,1.0,0.9316698644560365
TEST_AUTO_HDB_42,Tổng tài sản của HDBank tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng tài sản của HDBank tại ngày 30/09/2025 là 781.937.368 Triệu đồng.'],Tổng tài sản của HDBank tại ngày 30/09/2025 là 781.937.368 Triệu đồng.,781.937.368 triệu đồng,1.0,0.8196160867282005,0.9999999999,1.0,0.9484188600074874
TEST_AUTO_HDB_43,Lưu chuyển tiền thuần từ hoạt động kinh doanh của HDBank trong 9 tháng đầu năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của HDBank trong 9 tháng đầu năm 2025 là 26.715.443 Triệu đồng.'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của HDBank trong 9 tháng đầu năm 2025 là 26.715.443 Triệu đồng.,26.715.443 triệu đồng,1.0,0.8577509144553052,0.9999999999,1.0,0.9319290203751206
TEST_AUTO_HDB_44,Tổng nợ phải trả của HDBank tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của HDBank tại ngày 30/09/2025 là 713.530.315 Triệu đồng.'],Tổng nợ phải trả của HDBank tại ngày 30/09/2025 là 713.530.315 Triệu đồng.,713.530.315 triệu đồng,1.0,0.8404538590247697,0.9999999999,1.0,0.9467283835257814
TEST_AUTO_HPG_35,Doanh thu thuần về bán hàng và cung cấp dịch vụ của HPG trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Doanh thu thuần về bán hàng và cung cấp dịch vụ của HPG trong Quý 3 năm 2025 là 36.407.416.403.924 VND.'],Doanh thu thuần về bán hàng và cung cấp dịch vụ của HPG trong Quý 3 năm 2025 là 36.407.416.403.924 VND.,36.407.416.403.924 VND,1.0,0.7656107172186027,0.9999999999,1.0,0.9485359920278562
TEST_AUTO_HPG_36,Lợi nhuận sau thuế thu nhập doanh nghiệp của HPG trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận sau thuế thu nhập doanh nghiệp của HPG trong Quý 3 năm 2025 là 4.012.252.316.723 VND.'],Lợi nhuận sau thuế thu nhập doanh nghiệp của HPG trong Quý 3 năm 2025 là 4.012.252.316.723 VND.,3.022.946.632.050 VND,1.0,0.8412518328527713,0.0,0.0,0.19759229244993098
TEST_AUTO_HPG_37,Tổng cộng tài sản của HPG tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng cộng tài sản của HPG tại ngày 30/09/2025 là 246.171.338.287.652 VND.'],Tổng tài sản của HPG tại ngày 30/09/2025 là 246.171.338.287.652 VND.,246.171.338.287.652 VND,1.0,0.8554132206871944,0.9999999999,1.0,0.9642532119127115
TEST_AUTO_HPG_38,Lưu chuyển tiền thuần từ hoạt động kinh doanh của HPG trong 9 tháng đầu năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần từ hoạt động kinh doanh của HPG trong 9 tháng đầu năm 2025 là 8.801.561.079.151 VND.'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của HPG trong 9 tháng đầu năm 2025 là 8.801.561.079.151 VND.,8.801.561.079.151 VND,1.0,0.8552988993616456,0.9999999999,1.0,0.952417849138247
TEST_AUTO_HPG_39,Tổng nợ phải trả của HPG tại ngày 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của HPG tại ngày 30/09/2025 là 118.655.326.188.383 VND.'],Tổng nợ phải trả của HPG tại ngày 30/09/2025 là 118.655.326.188.383 VND.,118.655.326.188.383 VND,1.0,0.8490761086557805,0.9999999999,1.0,0.9693529594263758
TEST_AUTO_LPB_1,Cộng doanh thu hoạt động của Chứng khoán LPBank (LPB) trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Cộng doanh thu hoạt động của Chứng khoán LPBank (LPB) trong Quý 3 năm 2025 là 430.396.894.089 VND.'],Cộng doanh thu hoạt động của Chứng khoán LPBank (LPB) trong Quý 3 năm 2025 là 430.396.894.089 VND.,430.396.894.089 VND,1.0,0.7442989295055571,0.9999999999,1.0,0.9264531201094053
TEST_AUTO_LPB_2,Lợi nhuận kế toán sau thuế của Chứng khoán LPBank (LPB) trong Quý 3 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lợi nhuận kế toán sau thuế của Chứng khoán LPBank (LPB) trong Quý 3 năm 2025 là 98.489.687.346 VND.'],Lợi nhuận kế toán sau thuế của Chứng khoán LPBank (LPB) trong Quý 3 năm 2025 là 98.489.687.346 VND.,7.260.000.000 VND,1.0,0.8482437348494823,0.0,0.0,0.1828190282864397
TEST_AUTO_LPB_3,Tổng tài sản của Chứng khoán LPBank (LPB) tại ngày 30 tháng 09 năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng tài sản của Chứng khoán LPBank (LPB) tại ngày 30 tháng 9 năm 2025 là 18.269.759.231.794 VND.'],Tổng tài sản của Chứng khoán LPBank (LPB) tại ngày 30 tháng 9 năm 2025 là 18.269.759.231.794 VND.,18.269.759.231.794 VND,1.0,0.8789078208180978,0.9999999999,1.0,0.9361403814830037
TEST_AUTO_LPB_4,Tổng nợ phải trả của Chứng khoán LPBank (LPB) tại thời điểm 30/09/2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Tổng nợ phải trả của Chứng khoán LPBank (LPB) tại thời điểm 30/09/2025 là 13.929.866.808.983 VND.'],Tổng nợ phải trả của Chứng khoán LPBank (LPB) tại thời điểm 30/09/2025 là 13.929.866.808.983 VND.,13.929.866.808.983 VND,1.0,0.8623593154143933,0.9999999999,1.0,0.9497691561613373
TEST_AUTO_LPB_5,Lưu chuyển tiền thuần từ hoạt động kinh doanh của Chứng khoán LPBank (LPB) lũy kế 9 tháng đầu năm 2025 là bao nhiêu?,['[INTERNAL_RAG REPORT]: Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh của Chứng khoán LPBank (LPB) lũy kế 9 tháng đầu năm 2025 là (13.157.226.603.202).'],Lưu chuyển tiền thuần từ hoạt động kinh doanh của Chứng khoán LPBank (LPB) lũy kế 9 tháng đầu năm 2025 là (13.157.226.603.202) VND.,-13.157.226.603.202 VND,0.0,0.8547639843923585,0.9999999999,1.0,0.9435216989507671
